number,study,Es_id,Type,site,Eutrophication,TN_mg_L,TP_mg_L,TN_TP,Chl.a_ug_L,TN_r1,TN_r2,TP_r1,TP_r2,TN_TP_r,Chl.a_r,T_C,SD_cm,DO,Data_Ioc,lnR
812,Wang51,51,Lake,Wudalianchi lake,Eutro,3.32,0.062,53.55,6.348,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.933049791
813,Wang51,51,Lake,Wudalianchi lake,Hyper,1.57,0.603,2.6,30.732,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.510214446
814,Wang51,51,Lake,Wudalianchi lake,Eutro,2.603,0.248,10.5,28.996,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.452067878
815,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.81522,0.264214,18.22,4.81522,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.62973749
816,Yang52,52,Lake,Chaohu Lake,Oligo-meso,5.5,0.226109,24.32,5.5,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.762703847
817,Yang52,52,Lake,Chaohu Lake,Oligo-meso,5.30435,0.322883,16.43,5.30435,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.726482994
818,Yang52,52,Lake,Chaohu Lake,Oligo-meso,5.59783,0.294153,19.03,5.59783,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.780334778
819,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.81522,0.285081,16.89,4.81522,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.62973749
820,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.13043,0.391532,10.55,4.13043,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.476337273
821,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.13043,0.323488,12.77,4.13043,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.476337273
822,Yang52,52,Lake,Chaohu Lake,Oligo-meso,3.93478,0.37248,10.56,3.93478,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.427810727
823,Yang52,52,Lake,Chaohu Lake,Oligo-meso,2.56522,0.266028,9.64,2.56522,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0
824,Yang52,52,Lake,Chaohu Lake,Oligo-meso,3.54348,0.286593,12.36,3.54348,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.32306505
825,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.32609,0.32621,13.26,4.32609,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.522619887
826,Yang52,52,Lake,Chaohu Lake,Oligo-meso,4.32609,0.150806,28.69,4.32609,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,0.522619887
827,Yang52,52,Lake,Chaohu Lake,Eutro,3.17602,0.202532,15.68,7.1875,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.030299161
828,Yang52,52,Lake,Chaohu Lake,Eutro,3.18452,0.196203,16.23,8.092,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.148831674
829,Yang52,52,Lake,Chaohu Lake,Eutro,3.70323,0.202532,18.28,7.3045,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.046446352
830,Yang52,52,Lake,Chaohu Lake,Eutro,2.8869,0.164557,17.54,7.3,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.045830103
831,Yang52,52,Lake,Chaohu Lake,Oligo-meso,2.18537,0.107595,20.31,4.366,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,0.531803013
832,Yang52,52,Lake,Chaohu Lake,Oligo-meso,2.09184,0.0822785,25.42,3.3625,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,0.2706405
833,Huang53,53,Lake,Dongting Lake,Oligo-meso,2.11,0.076,27.76,2.05,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.631662097
834,Huang53,53,Lake,Dongting Lake,Oligo-meso,2.14,0.065,32.92,1.44,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.278465417
835,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.55,0.062,25,1.09,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0
836,Huang53,53,Lake,Dongting Lake,Oligo-meso,2.12,0.065,32.62,2.13,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.669944283
837,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.98,0.067,29.55,1.68,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.432616097
838,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.94,0.112,17.32,2.75,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.925423215
839,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.87,0.113,16.55,5.62,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.640153968
840,Huang53,53,Lake,Dongting Lake,Eutro,1.78,0.108,16.48,9.72,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.188007922
841,Huang53,53,Lake,Dongting Lake,Eutro,2.48,0.119,20.84,20.09,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.914044483
842,Huang53,53,Lake,Dongting Lake,Eutro,2.04,0.113,18.05,11.81,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.382768934
843,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.86,0.087,21.38,2.48,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.822080864
844,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.61,0.061,26.39,1.68,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.432616097
845,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.58,0.059,26.78,2.12,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.665238392
846,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.59,0.067,23.73,1.83,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.518138271
847,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.66,0.065,25.54,2.07,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.641370911
848,Huang53,53,Lake,Dongting Lake,Oligo-meso,2.07,0.068,30.44,1.95,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.581651676
849,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.87,0.084,22.26,2.58,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,0.861611703
850,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.93,0.084,22.98,3.93,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.28246173
851,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.66,0.069,24.06,4.96,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.515228044
852,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.83,0.085,21.53,3.07,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.035499865
853,Huang53,53,Lake,Dongting Lake,Eutro,1.26,0.097,12.99,21.54,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,2.983733975
854,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.72,0.075,22.93,4.38,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.390871028
855,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.78,0.079,22.53,3.79,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.246188323
856,Huang53,53,Lake,Dongting Lake,Oligo-meso,1.83,0.081,22.59,4.84,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T1,1.490737024
857,Zeng54,54,Lake,Taihu Lake,Oligo-meso,0.981831,0.00960784,102.19,0.0714286,0.75,1.4,0.025,0.05,16,7,NA,NA,10.16,F5,0
858,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.11222,0.0176471,63.03,0.5,0.75,1.4,0.025,0.05,16,7,NA,NA,10.38,F5,1.945909749
859,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.21268,0.0105882,114.53,5.5,0.75,1.4,0.025,0.05,16,7,NA,NA,10.16,F5,4.343805022
860,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.05344,0.0160784,65.52,2.07143,0.75,1.4,0.025,0.05,16,7,NA,NA,8.86,F5,3.36729612
861,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.16886,0.00941176,124.19,1.21429,0.75,1.4,0.025,0.05,16,7,NA,NA,9.08,F5,2.833216473
862,Zeng54,54,Lake,Taihu Lake,Oligo-meso,0.928393,0.00960784,96.63,1.28571,0.75,1.4,0.025,0.05,16,7,NA,NA,8.43,F5,2.890368025
863,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.08978,0.00980392,111.16,1.14286,0.75,1.4,0.025,0.05,16,7,NA,NA,8.43,F5,2.772590822
864,Zeng54,54,Lake,Taihu Lake,Oligo-meso,1.44068,0.0121569,118.51,0.571429,0.75,1.4,0.025,0.05,16,7,NA,NA,8.22,F5,2.079441892
865,Pei55,55,Lake,Luoyandao lake,Hyper,2.8633,0.314131,9.11,37.5,0.75,1.4,0.025,0.05,16,7,12.22,0.65,2.74,F1,0.251313285
866,Pei55,55,Lake,Luoyandao lake,Hyper,0.565068,0.319856,1.77,72.2222,0.75,1.4,0.025,0.05,16,7,23.5,0.54,8.87,F1,0.90671983
867,Pei55,55,Lake,Luoyandao lake,Hyper,0.661244,0.231425,2.86,62.5,0.75,1.4,0.025,0.05,16,7,31.04,0.5,8.56,F1,0.762138909
868,Pei55,55,Lake,Luoyandao lake,Hyper,3.23316,0.411769,7.85,138.889,0.75,1.4,0.025,0.05,16,7,28.63,0.3,6.41,F1,1.560647405
869,Pei55,55,Lake,Luoyandao lake,Hyper,2.40468,0.279183,8.61,123.611,0.75,1.4,0.025,0.05,16,7,29.81,0.32,7.29,F1,1.44411189
870,Pei55,55,Lake,Luoyandao lake,Hyper,2.08961,0.338831,6.17,79.1667,0.75,1.4,0.025,0.05,16,7,26.91,0.24,6.18,F1,0.998528108
871,Pei55,55,Lake,Luoyandao lake,Hyper,2.84532,0.248239,11.46,168.056,0.75,1.4,0.025,0.05,16,7,16.62,0.54,12.18,F1,1.75126961
872,Pei55,55,Lake,Luoyandao lake,Hyper,2.23231,0.217574,10.26,123.611,0.75,1.4,0.025,0.05,16,7,10.59,0.51,15.98,F1,1.44411189
873,Pei55,55,Lake,Luoyandao lake,Hyper,1.53311,0.244275,6.28,44.4444,0.75,1.4,0.025,0.05,16,7,1.69,0.62,13.2,F1,0.421211322
874,Pei55,55,Lake,Luoyandao lake,Hyper,1.56421,0.23715,6.6,47.2222,0.75,1.4,0.025,0.05,16,7,12.22,0.25,6.2,F1,0.481836473
875,Pei55,55,Lake,Luoyandao lake,Eutro,0.0216895,0.377422,0.06,29.1667,0.75,1.4,0.025,0.05,16,7,23.5,0.28,10.12,F1,0
876,Pei55,55,Lake,Luoyandao lake,Hyper,0.648116,0.302442,2.14,184.722,0.75,1.4,0.025,0.05,16,7,31.04,0.16,11.67,F1,1.845824345
877,Pei55,55,Lake,Luoyandao lake,Hyper,1.57734,0.357966,4.41,97.2222,0.75,1.4,0.025,0.05,16,7,28.63,0.13,5.98,F1,1.203971433
878,Pei55,55,Lake,Luoyandao lake,Hyper,0.704338,0.357966,1.97,245.833,0.75,1.4,0.025,0.05,16,7,29.81,0.17,3.67,F1,2.131624796
879,Pei55,55,Lake,Luoyandao lake,Hyper,0.562785,0.298359,1.89,244.444,0.75,1.4,0.025,0.05,16,7,26.91,0.14,4.56,F1,2.125958596
880,Pei55,55,Lake,Luoyandao lake,Hyper,2.81764,0.217614,12.95,247.222,0.75,1.4,0.025,0.05,16,7,16.62,0.19,6.63,F1,2.137259071
881,Pei55,55,Lake,Luoyandao lake,Hyper,3.23116,0.177342,18.22,300,0.75,1.4,0.025,0.05,16,7,10.59,0.15,7.43,F1,2.330754827
882,Pei55,55,Lake,Luoyandao lake,Hyper,1.91724,0.236349,8.11,133.333,0.75,1.4,0.025,0.05,16,7,1.69,0.24,10.08,F1,1.519822111
883,Zhou56,56,Lake,dianchi Lake,Hyper,2.16392,0.171863,12.59,55.4499,0.75,1.4,0.025,0.05,16,7,12.51,NA,NA,F3,1.273530824
884,Zhou56,56,Lake,dianchi Lake,Hyper,2.18239,0.172417,12.66,85.2556,0.75,1.4,0.025,0.05,16,7,20.15,NA,NA,F3,1.703704717
885,Zhou56,56,Lake,dianchi Lake,Eutro,1.50949,0.136364,11.07,23.2759,0.75,1.4,0.025,0.05,16,7,15.16,NA,NA,F2,0.405469404
886,Zhou56,56,Lake,dianchi Lake,Eutro,1.99051,0.122727,16.22,25,0.75,1.4,0.025,0.05,16,7,14.49,NA,NA,F2,0.476926739
887,Zhou56,56,Lake,dianchi Lake,Eutro,1.47718,0.145455,10.16,15.5172,0.75,1.4,0.025,0.05,16,7,15.03,NA,NA,F2,0
888,Zhou56,56,Lake,dianchi Lake,Eutro,2.85205,0.231818,12.3,24.1379,0.75,1.4,0.025,0.05,16,7,15.73,NA,NA,F2,0.441834133
889,Zhou56,56,Lake,dianchi Lake,Eutro,1.85231,0.163636,11.32,24.1379,0.75,1.4,0.025,0.05,16,7,15.62,NA,NA,F2,0.441834133
890,Zhou56,56,Lake,dianchi Lake,Hyper,1.92949,0.175,11.03,40.5172,0.75,1.4,0.025,0.05,16,7,15.59,NA,NA,F2,0.959777489
891,Zhou56,56,Lake,dianchi Lake,Hyper,2.09641,0.2,10.48,44.8276,0.75,1.4,0.025,0.05,16,7,15.38,NA,NA,F2,1.060874935
892,Zhou56,56,Lake,dianchi Lake,Hyper,2.01385,0.275,7.32,48.2759,0.75,1.4,0.025,0.05,16,7,16.54,NA,NA,F2,1.134983385
893,Zhou56,56,Lake,dianchi Lake,Hyper,2.43564,0.336364,7.24,96.5517,0.75,1.4,0.025,0.05,16,7,16.54,NA,NA,F2,1.82812953
894,Zhou56,56,Lake,dianchi Lake,Hyper,2.19513,0.268182,8.19,82.7586,0.75,1.4,0.025,0.05,16,7,15.78,NA,NA,F2,1.67397885
895,Zhou56,56,Lake,dianchi Lake,Hyper,2.52,0.222727,11.31,66.3793,0.75,1.4,0.025,0.05,16,7,15.97,NA,NA,F2,1.453436175
896,Zhou56,56,Lake,dianchi Lake,Hyper,2.2741,0.127273,17.87,62.069,0.75,1.4,0.025,0.05,16,7,16.16,NA,NA,F2,1.386297583
897,Zhou56,56,Lake,dianchi Lake,Hyper,2.43744,0.140909,17.3,68.9655,0.75,1.4,0.025,0.05,16,7,16.54,NA,NA,F2,1.491657293
898,Zhou56,56,Lake,dianchi Lake,Hyper,2.38179,0.152273,15.64,72.4138,0.75,1.4,0.025,0.05,16,7,15.59,NA,NA,F2,1.540447803
899,Zhou56,56,Lake,dianchi Lake,Hyper,2.25974,0.179545,12.59,41.3793,0.75,1.4,0.025,0.05,16,7,16.73,NA,NA,F2,0.98083167
900,Zhou56,56,Lake,dianchi Lake,Hyper,2.67256,0.175,15.27,72.4138,0.75,1.4,0.025,0.05,16,7,16.46,NA,NA,F2,1.540447803
901,Zhou56,56,Lake,dianchi Lake,Hyper,3.66872,0.134091,27.36,57.7586,0.75,1.4,0.025,0.05,16,7,15.59,NA,NA,F2,1.31432317
902,Zhou56,56,Lake,dianchi Lake,Hyper,3.10513,0.125,24.84,59.4828,0.75,1.4,0.025,0.05,16,7,15.27,NA,NA,F2,1.343738109
903,Zhou56,56,Lake,dianchi Lake,Hyper,2.74615,0.15,18.31,67.2414,0.75,1.4,0.025,0.05,16,7,16.59,NA,NA,F2,1.466340043
904,Zhou56,56,Lake,dianchi Lake,Hyper,3.22897,0.2,16.14,87.931,0.75,1.4,0.025,0.05,16,7,16.78,NA,NA,F2,1.73460333
905,Zhou56,56,Lake,dianchi Lake,Hyper,3.44974,0.159091,21.68,68.1034,0.75,1.4,0.025,0.05,16,7,15.51,NA,NA,F2,1.479078052
906,Zhou56,56,Lake,dianchi Lake,Hyper,2.50564,0.172727,14.51,81.8966,0.75,1.4,0.025,0.05,16,7,16.35,NA,NA,F2,1.66350839
907,Zhou56,56,Lake,dianchi Lake,Hyper,2.85385,0.159091,17.94,69.8276,0.75,1.4,0.025,0.05,16,7,16.05,NA,NA,F2,1.504080261
908,Jiao57,57,Lake,Erhai Lake,Eutro,0.659309,0.0352941,18.68,11.8626,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.607871187
909,Jiao57,57,Lake,Erhai Lake,Eutro,0.500247,0.0291176,17.18,18.75,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.065674346
910,Jiao57,57,Lake,Erhai Lake,Eutro,0.719729,0.0376471,19.12,19.703,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.115251502
911,Jiao57,57,Lake,Erhai Lake,Eutro,0.885943,0.0420588,21.06,25.4517,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.371263132
912,Jiao57,57,Lake,Erhai Lake,Eutro,0.679531,0.0402941,16.86,15.4703,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.87340265
913,Jiao57,57,Lake,Erhai Lake,Eutro,0.559433,0.0302941,18.47,10.823,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.516154093
914,Jiao57,57,Lake,Erhai Lake,Eutro,0.493095,0.0264706,18.63,8.7995,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.309175495
915,Jiao57,57,Lake,Erhai Lake,Eutro,0.446486,0.0314706,14.19,10.3032,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.46693512
916,Jiao57,57,Lake,Erhai Lake,Eutro,0.126387,0.0205882,6.14,6.97401,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.076670976
917,Jiao57,57,Lake,Erhai Lake,Eutro,0.166091,0.0179412,9.26,7.5495,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.155961929
918,Jiao57,57,Lake,Erhai Lake,Oligo-meso,0.459803,0.0335294,13.71,6.30569,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.975932994
919,Jiao57,57,Lake,Erhai Lake,Eutro,0.445746,0.0347059,12.84,8.16832,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.234743851
920,Jiao57,57,Lake,Erhai Lake,Eutro,0.206042,0.0194118,10.61,6.70792,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.037769511
921,Jiao57,57,Lake,Erhai Lake,Oligo-meso,0.512577,0.0405882,12.63,5.0495,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0.753769822
922,Jiao57,57,Lake,Erhai Lake,Eutro,0.772256,0.0361765,21.35,17.3082,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.985660971
923,Jiao57,57,Lake,Erhai Lake,Eutro,0.55894,0.0417647,13.38,8.99134,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.330742485
924,Jiao57,57,Lake,Erhai Lake,Eutro,0.712577,0.0276471,25.77,23.8366,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,2.305702808
925,Jiao57,57,Lake,Erhai Lake,Eutro,0.459309,0.03,15.31,17.005,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.967988012
926,Jiao57,57,Lake,Erhai Lake,Eutro,0.305919,0.0255882,11.96,8.87376,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,1.317579201
927,Jiao57,57,Lake,Erhai Lake,Oligo-meso,0.366584,0.0276471,13.26,2.37624,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3,0
928,Jiao57,57,Lake,Erhai Lake,Eutro,0.512188,0.0269199,19.03,11.685,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.592786561
929,Jiao57,57,Lake,Erhai Lake,Eutro,0.523642,0.02601,20.13,10.1502,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.451974003
930,Jiao57,57,Lake,Erhai Lake,Eutro,0.52188,0.0274795,18.99,11.1612,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.546924072
931,Jiao57,57,Lake,Erhai Lake,Eutro,0.492217,0.0276661,17.79,10.641,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.499195058
932,Jiao57,57,Lake,Erhai Lake,Eutro,0.508957,0.0303958,16.74,10.1648,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.453411365
933,Jiao57,57,Lake,Erhai Lake,Eutro,0.474009,0.0280346,16.91,11.0769,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.539342452
934,Jiao57,57,Lake,Erhai Lake,Eutro,0.449339,0.0293267,15.32,11.4762,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.574755919
935,Jiao57,57,Lake,Erhai Lake,Eutro,0.418796,0.0271383,15.43,10.8462,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.518295382
936,Jiao57,57,Lake,Erhai Lake,Eutro,0.395007,0.0276979,14.26,9.77656,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.414468277
937,Jiao57,57,Lake,Erhai Lake,Eutro,0.670191,0.0280801,23.87,8.2381,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.243250328
938,Jiao57,57,Lake,Erhai Lake,Eutro,0.686637,0.0320792,21.4,8.95238,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F4,1.326400012
939,Jiao57,57,Lake,Erhai Lake,Eutro,0.830152,0.0477419,17.39,15.9816,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.905918654
940,Jiao57,57,Lake,Erhai Lake,Eutro,0.945941,0.0632258,14.96,15.8026,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.894655077
941,Jiao57,57,Lake,Erhai Lake,Eutro,1.02489,0.0664516,15.42,21.7171,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,2.212580562
942,Jiao57,57,Lake,Erhai Lake,Eutro,1.15879,0.0435484,26.61,12.4539,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.65651442
943,Jiao57,57,Lake,Erhai Lake,Eutro,0.990366,0.0464516,21.32,14.8355,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.831503551
944,Jiao57,57,Lake,Erhai Lake,Eutro,1.01954,0.0583871,17.46,18.0132,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,2.025585416
945,Jiao57,57,Lake,Erhai Lake,Eutro,0.910883,0.0519355,17.54,15.1184,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.850393139
946,Jiao57,57,Lake,Erhai Lake,Eutro,0.844246,0.0529032,15.96,14.2105,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F5,1.788461721
947,Mao58,58,Lake,Ulansuhai lake,Eutro,5.30303,0.315118,16.83,10.1786,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.813042255
948,Mao58,58,Lake,Ulansuhai lake,Eutro,3.18182,0.169238,18.8,9.42857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.73649922
949,Mao58,58,Lake,Ulansuhai lake,Eutro,2.78788,0.172204,16.19,8.73214,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.65976525
950,Mao58,58,Lake,Ulansuhai lake,Eutro,2.9697,0.167809,17.7,10.0179,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.797128271
951,Mao58,58,Lake,Ulansuhai lake,Eutro,3.09091,0.158515,19.5,8.51786,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.634919914
952,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,1.93939,0.16882,11.49,5.78571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.248145863
953,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.66667,0.15702,16.98,3.10714,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.626457467
954,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.30303,0.128345,17.94,4.44643,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.984856305
955,Mao58,58,Lake,Ulansuhai lake,Eutro,2.0303,0.0897605,22.62,7.5,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.507657799
956,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.66667,0.136585,19.52,4.98214,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.098614296
957,Mao58,58,Lake,Ulansuhai lake,Eutro,1.84848,0.188266,9.82,8.57143,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.641189358
958,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.30303,0.115601,19.92,3.53571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.755668906
959,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,1.9697,0.12584,15.65,6.42857,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.353506897
960,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.18182,0.133575,16.33,5.25,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,1.150982855
961,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.36364,0.0950341,24.87,4.39286,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.972735274
962,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.15152,0.0931224,23.1,1.66071,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0
963,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.0303,0.0911448,22.28,2.35714,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.350203798
964,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.12121,0.0916941,23.13,3,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.591367067
965,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,2.27273,0.0897165,25.33,3.26786,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.676890115
966,Mao58,58,Lake,Ulansuhai lake,Oligo-meso,1.84848,0.0706438,26.17,2.78571,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,F3/F4,0.517257556
967,Hu59,59,Lake,lakes of Jiangsu,Oligo-meso,2.129,0.047,45.3,4.3,0.75,1.4,0.025,0.05,16,7,NA,NA,12.38,S2,0
968,Hu59,59,Lake,lakes of Jiangsu,Eutro,1.913,0.119,16.08,8.79,0.75,1.4,0.025,0.05,16,7,NA,NA,9.56,S2,0.714999689
969,Hu59,59,Lake,lakes of Jiangsu,Eutro,1.409,0.046,30.63,6.08,0.75,1.4,0.025,0.05,16,7,NA,NA,11.69,S2,0.346389673
970,Hu59,59,Lake,lakes of Jiangsu,Eutro,1.329,0.165,8.05,9.03,0.75,1.4,0.025,0.05,16,7,NA,NA,10.85,S2,0.741937345
971,Hu59,59,Lake,lakes of Jiangsu,Eutro,1.605,0.126,12.74,11.36,0.75,1.4,0.025,0.05,16,7,NA,NA,10.53,S2,0.971483391
972,Hu59,59,Lake,lakes of Jiangsu,Eutro,1.4,0.073,19.18,10.47,0.75,1.4,0.025,0.05,16,7,NA,NA,10.62,S2,0.889899002
973,Hu59,59,Lake,lakes of Jiangsu,Oligo-meso,1.29,0.057,22.63,6.98,0.75,1.4,0.025,0.05,16,7,NA,NA,10.54,S2,0.484433894
